# 图像名称  long_pointer数量  short_pointer数量
img_2154_cropped_transformed.jpg  1  1
img_2155_cropped_transformed.jpg  1  1
img_2156_cropped_transformed.jpg  2  1
img_2157_cropped_transformed.jpg  1  1
img_2158_cropped_transformed.jpg  1  1
img_2159_cropped_transformed.jpg  1  1
img_215_cropped_transformed.jpg  1  0
img_2160_cropped_transformed.jpg  1  0
img_2161_cropped_transformed.jpg  3  1
img_2162_cropped_transformed.jpg  1  1
img_2163_cropped_transformed.jpg  1  1
img_2164_cropped_transformed.jpg  1  1
img_2166_cropped_transformed.jpg  1  1
img_2168_cropped_transformed.jpg  1  1
img_2169_cropped_transformed.jpg  1  1
img_216_cropped_transformed.jpg  1  1
img_2170_cropped_transformed.jpg  0  1
img_2171_cropped_transformed.jpg  1  0
img_217_cropped_transformed.jpg  1  1
img_218_cropped_transformed.jpg  2  1
img_219_cropped_transformed.jpg  1  1
img_220_cropped_transformed.jpg  0  1
img_221_cropped_transformed.jpg  1  0
img_222_cropped_transformed.jpg  2  2
img_223_cropped_transformed.jpg  2  0
img_224_cropped_transformed.jpg  2  1
img_226_cropped_transformed.jpg  1  0
img_227_cropped_transformed.jpg  1  1
img_228_cropped_transformed.jpg  1  1
img_229_cropped_transformed.jpg  2  1
img_230_cropped_transformed.jpg  2  1
img_231_cropped_transformed.jpg  1  1
img_232_cropped_transformed.jpg  1  1
img_233_cropped_transformed.jpg  1  1
img_234_cropped_transformed.jpg  2  0
img_235_cropped_transformed.jpg  1  1
img_236_cropped_transformed.jpg  2  1
img_237_cropped_transformed.jpg  2  1
img_238_cropped_transformed.jpg  1  2
img_239_cropped_transformed.jpg  0  1
img_240_cropped_transformed.jpg  1  1
img_241_cropped_transformed.jpg  1  1
img_242_cropped_transformed.jpg  2  0
img_243_cropped_transformed.jpg  1  0
img_244_cropped_transformed.jpg  1  1
img_245_cropped_transformed.jpg  1  0
img_246_cropped_transformed.jpg  2  0
img_247_cropped_transformed.jpg  1  1
img_248_cropped_transformed.jpg  2  1
img_249_cropped_transformed.jpg  1  0
img_250_cropped_transformed.jpg  2  1
img_251_cropped_transformed.jpg  1  1
img_252_cropped_transformed.jpg  2  1
img_253_cropped_transformed.jpg  1  1
img_254_cropped_transformed.jpg  1  1
img_255_cropped_transformed.jpg  2  1
img_256_cropped_transformed.jpg  1  1
img_257_cropped_transformed.jpg  1  1
img_258_cropped_transformed.jpg  1  1
img_259_cropped_transformed.jpg  0  1
img_263_cropped_transformed.jpg  1  1
img_264_cropped_transformed.jpg  1  1
img_265_cropped_transformed.jpg  1  1
img_267_cropped_transformed.jpg  1  1
img_272_cropped_transformed.jpg  1  1
img_273_cropped_transformed.jpg  1  1
img_274_cropped_transformed.jpg  1  1
img_275_cropped_transformed.jpg  1  1
img_278_cropped_transformed.jpg  1  1
img_280_cropped_transformed.jpg  1  1
img_281_cropped_transformed.jpg  1  1
img_284_cropped_transformed.jpg  1  1
img_285_cropped_transformed.jpg  2  1
img_286_cropped_transformed.jpg  1  1
img_288_cropped_transformed.jpg  1  3
img_292_cropped_transformed.jpg  2  1
img_293_cropped_transformed.jpg  0  1
img_294_cropped_transformed.jpg  1  2
img_296_cropped_transformed.jpg  1  2
img_3043_cropped_transformed.jpg  2  1
img_3045_cropped_transformed.jpg  1  2
img_3046_cropped_transformed.jpg  2  1
img_3048_cropped_transformed.jpg  2  2
img_3050_cropped_transformed.jpg  0  2
img_3051_cropped_transformed.jpg  1  0
img_3052_cropped_transformed.jpg  2  2
img_3053_cropped_transformed.jpg  2  1
img_3055_cropped_transformed.jpg  1  1
img_3056_cropped_transformed.jpg  1  2
img_3057_cropped_transformed.jpg  0  1
img_3058_cropped_transformed.jpg  1  1
img_3059_cropped_transformed.jpg  1  0
img_3060_cropped_transformed.jpg  1  1
img_3061_cropped_transformed.jpg  1  1
img_3063_cropped_transformed.jpg  1  2
img_3064_cropped_transformed.jpg  2  1
img_3065_cropped_transformed.jpg  1  2
img_3066_cropped_transformed.jpg  1  1
img_3067_cropped_transformed.jpg  1  2
img_3069_cropped_transformed.jpg  1  2
img_3071_cropped_transformed.jpg  1  1
img_3072_cropped_transformed.jpg  2  1
img_3074_cropped_transformed.jpg  3  1
img_3075_cropped_transformed.jpg  2  1
img_4786_cropped_transformed.jpg  3  1
img_4787_cropped_transformed.jpg  1  1
img_4792_cropped_transformed.jpg  2  1
img_4793_cropped_transformed.jpg  0  1
img_4794_cropped_transformed.jpg  0  2
img_4795_cropped_transformed.jpg  1  1
img_4796_cropped_transformed.jpg  1  1
img_4797_cropped_transformed.jpg  1  1
img_4799_cropped_transformed.jpg  1  2
img_4801_cropped_transformed.jpg  1  1
img_4804_cropped_transformed.jpg  1  1
img_4807_cropped_transformed.jpg  1  1
img_4808_cropped_transformed.jpg  3  1
img_4810_cropped_transformed.jpg  1  1
img_4813_cropped_transformed.jpg  2  2
img_4818_cropped_transformed.jpg  1  1
img_4819_cropped_transformed.jpg  1  2
img_4821_cropped_transformed.jpg  1  1
img_4822_cropped_transformed.jpg  2  1
img_4823_cropped_transformed.jpg  1  1
img_53398_cropped_transformed.jpg  1  1
img_53399_cropped_transformed.jpg  1  1
img_53403_cropped_transformed.jpg  1  1
img_53404_cropped_transformed.jpg  1  1
img_53406_cropped_transformed.jpg  1  1
img_53408_cropped_transformed.jpg  1  1
img_53410_cropped_transformed.jpg  1  1
img_53414_cropped_transformed.jpg  1  1
img_53416_cropped_transformed.jpg  1  1
img_53417_cropped_transformed.jpg  1  0
img_53418_cropped_transformed.jpg  1  1
img_53419_cropped_transformed.jpg  1  1
img_53420_cropped_transformed.jpg  1  2
img_53422_cropped_transformed.jpg  1  1
img_53423_cropped_transformed.jpg  1  1
img_53424_cropped_transformed.jpg  1  1
img_53425_cropped_transformed.jpg  1  1
img_53426_cropped_transformed.jpg  1  1
img_53428_cropped_transformed.jpg  1  1
img_53431_cropped_transformed.jpg  1  1
img_53432_cropped_transformed.jpg  1  1
img_53433_cropped_transformed.jpg  2  1
img_53438_cropped_transformed.jpg  1  1
img_53439_cropped_transformed.jpg  1  1
img_53441_cropped_transformed.jpg  1  1
img_53442_cropped_transformed.jpg  0  2
img_53443_cropped_transformed.jpg  1  1
img_53444_cropped_transformed.jpg  1  1
img_53445_cropped_transformed.jpg  1  1
img_53447_cropped_transformed.jpg  1  1
img_53450_cropped_transformed.jpg  1  1
img_53460_cropped_transformed.jpg  1  1
img_53461_cropped_transformed.jpg  1  2
img_53463_cropped_transformed.jpg  1  1
img_53464_cropped_transformed.jpg  1  1
img_53468_cropped_transformed.jpg  1  1
img_53470_cropped_transformed.jpg  1  1
img_53471_cropped_transformed.jpg  2  1
img_53473_cropped_transformed.jpg  0  1
img_53474_cropped_transformed.jpg  2  1
img_53475_cropped_transformed.jpg  1  1
img_58065_cropped_transformed.jpg  1  1
img_58066_cropped_transformed.jpg  1  1
img_58068_cropped_transformed.jpg  1  1
img_58069_cropped_transformed.jpg  1  1
img_58072_cropped_transformed.jpg  1  1
img_58073_cropped_transformed.jpg  2  2
img_58074_cropped_transformed.jpg  1  1
img_58076_cropped_transformed.jpg  1  1
img_58077_cropped_transformed.jpg  1  1
img_58080_cropped_transformed.jpg  2  0
img_58082_cropped_transformed.jpg  1  1
img_58088_cropped_transformed.jpg  1  0
img_58090_cropped_transformed.jpg  1  0
img_58092_cropped_transformed.jpg  1  0
img_58093_cropped_transformed.jpg  1  0
img_58095_cropped_transformed.jpg  2  1
img_58098_cropped_transformed.jpg  1  1
img_58099_cropped_transformed.jpg  1  1
img_58100_cropped_transformed.jpg  1  2
img_58102_cropped_transformed.jpg  2  1
img_58103_cropped_transformed.jpg  1  0
img_58104_cropped_transformed.jpg  1  0
img_58107_cropped_transformed.jpg  3  1
img_58108_cropped_transformed.jpg  2  0
img_58109_cropped_transformed.jpg  2  1
img_58115_cropped_transformed.jpg  2  1
img_58117_cropped_transformed.jpg  0  1
img_58118_cropped_transformed.jpg  2  1
img_58119_cropped_transformed.jpg  1  1
img_58120_cropped_transformed.jpg  1  1
img_58121_cropped_transformed.jpg  1  1
img_58122_cropped_transformed.jpg  1  2
img_58124_cropped_transformed.jpg  1  1
img_58128_cropped_transformed.jpg  1  1
img_58129_cropped_transformed.jpg  1  1
img_58130_cropped_transformed.jpg  1  1
img_58131_cropped_transformed.jpg  1  1
img_58132_cropped_transformed.jpg  1  1
img_58136_cropped_transformed.jpg  1  1
img_58137_cropped_transformed.jpg  1  1
img_58138_cropped_transformed.jpg  1  1
img_58139_cropped_transformed.jpg  1  2
img_58140_cropped_transformed.jpg  1  1
img_58141_cropped_transformed.jpg  1  1
img_58142_cropped_transformed.jpg  1  1
img_58143_cropped_transformed.jpg  1  1
img_58144_cropped_transformed.jpg  0  0
img_58145_cropped_transformed.jpg  1  1
img_58146_cropped_transformed.jpg  1  1
img_58148_cropped_transformed.jpg  1  1
img_58149_cropped_transformed.jpg  1  1
img_58150_cropped_transformed.jpg  1  1
img_58151_cropped_transformed.jpg  1  2
img_58152_cropped_transformed.jpg  1  1
img_58159_cropped_transformed.jpg  1  1
img_58160_cropped_transformed.jpg  1  2
img_58162_cropped_transformed.jpg  1  2
img_58163_cropped_transformed.jpg  1  0
img_58164_cropped_transformed.jpg  1  2
img_58165_cropped_transformed.jpg  1  0
img_58167_cropped_transformed.jpg  1  1
img_58169_cropped_transformed.jpg  1  1
img_58171_cropped_transformed.jpg  1  1
img_58173_cropped_transformed.jpg  0  1
img_58174_cropped_transformed.jpg  0  1
img_58175_cropped_transformed.jpg  0  1
img_58179_cropped_transformed.jpg  1  1
img_58180_cropped_transformed.jpg  2  1
img_58181_cropped_transformed.jpg  1  1
img_58184_cropped_transformed.jpg  1  1
img_58185_cropped_transformed.jpg  1  1
img_58186_cropped_transformed.jpg  1  1
img_58188_cropped_transformed.jpg  1  1
img_58189_cropped_transformed.jpg  1  1
img_58190_cropped_transformed.jpg  1  1
img_58191_cropped_transformed.jpg  1  1
img_58193_cropped_transformed.jpg  1  1
img_58194_cropped_transformed.jpg  1  1
img_58196_cropped_transformed.jpg  1  1
img_58197_cropped_transformed.jpg  1  1
img_58198_cropped_transformed.jpg  1  1
img_58200_cropped_transformed.jpg  2  1
img_58201_cropped_transformed.jpg  2  1
img_58206_cropped_transformed.jpg  1  1
img_58207_cropped_transformed.jpg  1  0
